,abstract,pub_date
192,"indonesia  authorized on monday the emergency use of a covid-19 vaccine made by a private chinese company, after late-stage clinical data reaffirmed that the shot is effective. the step cleared the way for a mass vaccination program to begin in the country.",2021-01-11 11:23:09+00:00
193,"monday: the state is having two distinct pandemics, north and south. also, remembering tommy lasorda.",2021-01-11 13:48:56+00:00
194,"tough sacrifices may still be required, but many see a post-pandemic resurgence in the year ahead.",2021-01-11 15:46:28+00:00
195,"president-elect joseph r. biden jr. plans to call on a divided nation to come together at a time of political crisis and a deadly pandemic with an “america united” inauguration day theme, his inaugural committee announced monday.",2021-01-11 16:38:31+00:00
196,"plaza seafood is a hub of sounds, sustenance and a sense of community that are more in demand than ever during the pandemic.",2021-01-11 16:51:48+00:00
197,"as part of an exhibition at miami dade college’s art museum, forensic architecture planned to examine the treatment of migrant children at a nearby facility. the pandemic is only one reason that never happened.",2021-01-11 17:00:43+00:00
198,swift’s second surprise pandemic record has spent three of its four weeks out in the top spot of billboard’s album chart.,2021-01-11 17:47:08+00:00
199,"the turbulent region has long weathered violence and political strife, but india’s security crackdown and the coronavirus have brought life in the tourist-dependent region to a near halt.",2021-01-11 18:14:30+00:00
200,"a human rights group says the government’s inaction has left a health care void in a country where the procedure was legalized in 2019, but remains largely unavailable.",2021-01-11 18:20:35+00:00
201,"the n.b.a. has now postponed four games because of the virus, and said it would be meeting with its players’ union on monday to discuss changes to health protocols.",2021-01-11 18:32:43+00:00
202,"an at-home test for colon cancer is as reliable as the traditional screening, health experts say, and more agreeable.",2021-01-11 18:40:14+00:00
203,"the michigan state capitol commission voted unanimously on monday to ban the open carry of weapons in the state capitol in lansing. but gun owners with a concealed-weapons permit will still be able to carry concealed guns into the capitol, and there will be restrictions on carrying guns on the capitol grounds.",2021-01-11 19:19:36+00:00
204,mayor bill de blasio of new york announced on monday that the city has begun administering coronavirus vaccines to residents aged 75 and older as well as a wider range of essential workers.,2021-01-11 19:44:58+00:00
205,"prototype, known for presenting visceral, chamber-scale new works, unveils an almost entirely streamed pandemic edition.",2021-01-11 20:02:13+00:00
206,"while mayor muriel e. bowser of washington, d.c., was grappling with the riot that tore through the capitol last week, another crisis was slowly unfolding in the district: a surge of coronavirus cases.",2021-01-11 20:11:03+00:00
207,"the palestinian authority has given emergency authorization to russia’s sputnik v covid-19 vaccine, health minister mai al-kaila announced on monday.",2021-01-11 20:12:03+00:00
208,"he put a refined twist on traditional italian-american cooking at his south brooklyn restaurant, tommaso. he died of complications of covid-19.",2021-01-11 21:00:26+00:00
209,“the pandemic has shattered the security of the ivory tower.”,2021-01-11 21:00:39+00:00
210,"mr. goldsmith survived the holocaust, immigrated to the united states and built a successful career as an architect, before abandoning his life for a commune — and then coming home. he died of complications of covid-19.",2021-01-11 21:12:30+00:00
211,"gov. andrew m. cuomo of new york unveiled his 2021 agenda during his state of the state address on monday, focusing on the coronavirus and its ramifications for the state.",2021-01-11 21:19:01+00:00
212,democrats controlling the white house and congress will unlock fresh options as president-elect joe biden battles the pandemic.,2021-01-11 23:15:24+00:00
213,"the district has seen more new cases in the last week than in any other seven-day stretch in the pandemic, part of a broader surge in the nation’s mid-atlantic region.",2021-01-11 23:32:28+00:00
214,"mayor muriel e. bowser of washington urged residents to be vigilant against the coronavirus on monday, and announced that any resident 65 or older could make an appointment to receive the vaccine.",2021-01-11 23:44:24+00:00
215,andrew yang said that his family decided to leave the city during the pandemic in part to help his autistic son “adapt to our new normal.”,2021-01-11 23:49:20+00:00
216,"gov. gavin newsom of california described an “all-hands-on-deck approach” that will allow a wider range of health care workers, including pharmacists and dentists, to administer the coronavirus vaccine.",2021-01-12 01:00:17+00:00
217,"a chinese tech company designed a way to track employees’ health, but sensors were also monitoring when they were away from their desks, setting off a debate about privacy and surveillance.",2021-01-12 09:43:24+00:00
218,"several gorillas at the san diego zoo safari park have tested positive for the coronavirus, becoming what federal officials say are the first known apes in the united states to be infected.",2021-01-12 09:58:35+00:00
219,"in recent weeks, scientists have raised concerns about a coronavirus variant first detected in december in south africa, noting that this version of the virus may spread more quickly than its cousins, and perhaps be harder to quash with current vaccines.",2021-01-12 09:58:37+00:00
220,three members of congress who have tested positive for the coronavirus this week say they believe their infections are linked to their time spent in a secure location with colleagues who did not wear masks during the rampage last week in the u.s. capitol.,2021-01-12 09:58:38+00:00
221,"the governor’s agenda focuses on curtailing the pandemic, including vaccinating new yorkers, and easing the fiscal crisis.",2021-01-12 10:18:18+00:00
222,"america’s greenhouse gas emissions from energy and industry plummeted more than 10 percent last year, reaching their lowest levels in at least three decades as the pandemic slammed the brakes on the nation’s economy, according to an estimate published tuesday by the rhodium group.",2021-01-12 11:06:02+00:00
