,abstract,pub_date
5143,the government in spain ended the covid-19 state of emergency on may 9. the country’s inoculation campaign is accelerating. and prime minister pedro sánchez recently predicted that 70 percent of the population of 47 million would be vaccinated by mid-august.,2021-05-28 11:03:02+00:00
5144,"with regulations changing by the week, the bowl went from planning a modest reopening for sparse crowds to weighing vaccine requirements to planning to return at full capacity.",2021-05-28 12:00:08+00:00
5145,"a small but menacing rally this month in poland followed a decision a few days earlier by the elected council in walbrzych, a former mining town in the southwestern part of the country, to declare that vaccination against the coronavirus was mandatory for all adult residents.",2021-05-28 12:14:52+00:00
5146,smart choices in the pandemic mean that the wigmore hall is reopening in a more confident position than many other british venues.,2021-05-28 13:18:39+00:00
5147,"jimmy kimmel and ted cruz rekindled an old feud, and the late-night hosts riffed on donald trump, vaccine reluctance and brian kemp's blunder.",2021-05-28 15:22:17+00:00
5148,"the pandemic abruptly closed the agency’s 1,200 offices, and officials are considering how to move forward. one issue: without the offices, fewer low-income seniors sought benefits.",2021-05-28 16:03:54+00:00
5149,the jan. 6 commission; children killed in gaza; the wuhan lab theory; the ohio vaccine lottery; ultramarathoner deaths; early motherhood; determined to live.,2021-05-28 20:41:26+00:00
5150,gov. gavin newsom of california announced on thursday a $116.5 million giveaway to residents who have received a coronavirus vaccination in an effort to motivate people to get a shot.,2021-05-28 20:45:55+00:00
5151,"federal health officials also said that camps where all staff and campers are vaccinated can drop many restrictions, including masks, and return to full capacity.",2021-05-28 21:06:42+00:00
5152,the german company curevac is developing an rna vaccine that could be substantially cheaper than moderna or pfizer.,2021-05-28 22:01:03+00:00
5153,ragers on the beach. art galleries on main street. reservations disappearing. who remembers the pandemic?,2021-05-29 06:00:08+00:00
5154,"an influx of residents during the pandemic has strained cellphone and internet signals, making a booster the new must-have accessory.",2021-05-29 09:00:07+00:00
5155,"in new york city, traffic has roared back to nearly prepandemic levels; perhaps no one has a better front-row seat than traffic reporters.",2021-05-29 09:00:18+00:00
5156,"a fire at a chemical plant and a pandemic-driven boom in the construction of backyard pools are the causes of a nationwide shortage of chlorine tablets, experts say. panic buying could make it worse.",2021-05-29 13:30:06+00:00
5157,putting limits on labor isn’t just a perk. it's a way to safeguard workers' health. ,2021-05-29 15:00:06+00:00
5158,"the short answer to that question above is: yes. the reasons are more complicated and, like so many things these day, all related to the coronavirus.",2021-05-29 16:04:49+00:00
5159,"the country’s health minister cited lab evidence in discussing the transmissibility of the newly identified variant, but much remains unclear about its prevalence and perils.",2021-05-29 17:21:46+00:00
5160,many americans  may never fully recover from the pandemic even if they didn’t contract the coronavirus.,2021-05-29 18:30:05+00:00
5161,the debate about covid’s origins will have implications beyond the media critique.,2021-05-29 18:59:15+00:00
5162,demonstrators opposing coronavirus vaccines and the idea of vaccine passports gathered in central london on saturday.,2021-05-29 20:35:27+00:00
5163,"as the pandemic and lockdowns dragged on and on over the past year, most of us longed only for the day when the world would return to what it was before covid-19 entered our vocabulary. for others, though, the months of seclusion led them to search for ways they might be able to make the world just a little better place than it was before. here are a few ideas on  improving your little part of the post-pandemic earth that you could latch onto, or maybe you have some ideas of your own.",2021-05-30 01:03:08+00:00
5164,"after 57 weeks, with the pandemic easing in the united states, we bow out of the sunday paper.",2021-05-30 01:41:05+00:00
5165,"ahead of memorial day, and the unofficial start of summer, we asked readers to share what they are looking forward to most in the coming months. more than 100 people wrote in from across the united states with their post-pandemic plans. here are a select few, edited and condensed for clarity.",2021-05-30 02:02:10+00:00
5166,protesters gathered on saturday outside a hat store in nashville that sold “not vaccinated” star of david patches and compared vaccine passports to the nazi practice of requesting “your papers.”,2021-05-30 02:26:55+00:00
5167,"whether your bank account grew or shrank during the long months of lockdown, now is the time to take stock of your financial situation and decide your next steps.",2021-05-30 03:01:06+00:00
5168,"in march 2020, the n.c.a.a. banned face-to-face meetings between coaches and prospects. the restrictions end on tuesday, and the recruiting landscape looks much different than it did before the pandemic.",2021-05-30 04:01:06+00:00
5169,"the sunday print section, born during coronavirus lockdowns, guided readers on how to cope with confinement, with a big assist from readers themselves.",2021-05-30 09:00:07+00:00
5170,the himalayan country is considering declaring a health emergency to help contain a second wave that experts say migrant laborers brought back from india.,2021-05-30 09:00:18+00:00
5171,"last fall, with the medici chapel in florence operating on reduced hours because of covid-19, scientists and restorers completed a secret experiment: they unleashed grime-eating bacteria on the artist’s masterpiece marbles.",2021-05-30 09:00:23+00:00
5172,"some 62 percent of the country’s adults americans have had at least one shot of a vaccine, and the u.s. is on pace to bring the number to 70 by july 4.",2021-05-30 14:07:28+00:00
5173,"the companies won big when the pandemic forced people indoors. in a risky bet, they aren’t slowing down even as behaviors shift again.",2021-05-30 15:15:42+00:00
5174,"renault-nissan, ford india and hyundai motor india, which are among more than a dozen major automakers in chennai, cited the pandemic in suspending factory operations.",2021-05-30 15:32:36+00:00
5175,scientists were alarmed by blood clots possibly linked to the j&j vaccine. some women wondered if there shouldn’t be more concern about oral contraceptives.,2021-05-30 16:02:11+00:00
5176,"covid may be waning. but businesses at the northwest angle, a tourist-dependent slice of minnesota accessible by land only from canada, still feel the pain.",2021-05-30 19:40:50+00:00
5177,"in thailand and around the world, dogs are being trained to sniff out the coronavirus in people. so far, the results have been impressive.",2021-05-31 09:00:21+00:00
5178,"the world economy is expected to expand by 5.8 percent this year, but success depends on beating down variants of the virus, the group said.",2021-05-31 12:59:03+00:00
5179,the magazine’s ethicist columnist on why asking about vaccine status isn’t a question of etiquette but of public health.,2021-05-31 14:34:10+00:00
5180,"families losing a loved one to the coronavirus now described a surreal, lonely kind of grief, as the threat from the pandemic lessens in the united states.",2021-05-31 15:00:52+00:00
5181,memorial day had a special significance a year after many ceremonies honoring the nation’s fallen were canceled because of the pandemic.,2021-05-31 17:32:24+00:00
5182,"the indian capital lifted restrictions on manufacturing and construction, critical drivers of an economy that has been battered by the pandemic.",2021-05-31 17:44:02+00:00
5183,"museums broke attendance records, movie theaters sold out and jazz fans packed clubs on a rainy memorial day weekend that felt far removed from the prior year’s pandemic traumas.",2021-05-31 18:08:07+00:00
5184,a new kind of pandemic grief.,2021-06-01 03:46:05+00:00
5185,"the team will be confined to one floor of a hotel as it prepares for the tokyo games, which are scheduled to begin july 23 despite a coronavirus outbreak and growing public opposition.",2021-06-01 04:25:38+00:00
5186,pandemic life has saddled us with lots of conflicting emotions. here’s how to cope with feelings of uncertainty and make a fresh start.,2021-06-01 07:00:07+00:00
5187,"public opinion is closely divided on health care, voting, religion and gay rights cases.",2021-06-01 09:00:10+00:00
5188,the pandemic has been the psychological workout of their lives. the next few months can be a time of recovery.,2021-06-01 09:00:16+00:00
5189,"coming out of the pandemic, is it possible to build a more equal city?",2021-06-01 09:00:21+00:00
5190,global shortages of many goods reflect the disruption of the pandemic combined with decades of companies limiting their inventories.,2021-06-01 09:00:24+00:00
5191,"the rising toll comes as the country struggles with a difficult vaccine rollout, the presence of other deadly diseases and eruption of one of the world’s most dangerous volcanoes.",2021-06-01 12:12:06+00:00
5192,the agency reminded employers to consider the fact that access to the vaccine was not yet equitably distributed.,2021-06-01 13:34:47+00:00
5193,the company’s application follows the move by pfizer and biontech to seek full approval last month. the vaccines already have emergency use authorization in the united states.,2021-06-01 15:23:21+00:00
5194,"the clearance means that the vaccine could be distributed as part of covax, the global effort to share shots with hard-hit, undersupplied nations.",2021-06-01 19:24:53+00:00
5195,w.h.o. approval for a second chinese vaccine.,2021-06-01 20:18:18+00:00
5196,"using cinematic tools other comics overlook, the star (who is also the director, editor and cameraman) trains a glaring spotlight on internet life mid-pandemic.",2021-06-01 21:27:39+00:00
5197,support for vaccine passports has once again fallen along partisan lines — but it isn’t as divisive as other pandemic precautions.,2021-06-01 22:30:08+00:00
5198,"as states scramble to persuade people to get coronavirus vaccines, new mexico announces one of the biggest cash awards as an incentive.",2021-06-01 23:58:00+00:00
5199,we spent the last four months photographing four blocks along the south end of wilkes-barre’s main street to capture the pandemic’s impact.,2021-06-02 01:01:46+00:00
5200,the e.u.’s new vaccine passports.,2021-06-02 02:16:30+00:00
5201,crime has emerged as a significant issue in the u.s. during the pandemic. can you separate fact from fiction on this topic?,2021-06-02 09:00:02+00:00
5202,"we need more vaccines, fast. is forcing pharmaceutical companies to share their intellectual property the answer?",2021-06-02 09:00:08+00:00
5203,"last year, one million students and their teachers emptied out of new york city’s school buildings as the pandemic took hold of the city. these are the staff members who stayed.",2021-06-02 09:00:26+00:00
5204,"demand for bikes has soared during the pandemic. more people are pedaling to stay fit after long lockdowns or to avoid crowded trains and buses. more bike lanes have been added to cities like barcelona, berlin, lisbon and paris.",2021-06-02 09:03:23+00:00
5205,the world health organization said that such an infection was “a vivid reminder that the threat of an influenza pandemic is persistent.”,2021-06-02 09:03:26+00:00
5206,the nation has prided itself on containing the coronavirus. but an outbreak at a church in ho chi minh city and the emergence of a deadly new variant suggest its luck may be running out.,2021-06-02 09:26:44+00:00
5207,"births at the island nation’s zoos are up 25 percent, a rare bright spot as covid-19 ravages an economy closely tied to tourism.",2021-06-02 09:45:37+00:00
5208,the acquisition is the latest to underscore the skyrocketing popularity of secondhand fashion platforms amid the pandemic.,2021-06-02 09:58:43+00:00
5209,we look at the effects of the c.d.c.’s new mask guidance on covid cases and vaccinations.,2021-06-02 10:39:54+00:00
5210,"the pandemic has wiped out 144 million jobs across the globe, leading to deepening social inequalities, the international labor organization said.",2021-06-02 13:27:41+00:00
5211,the company said it would “buy america’s next round” once 70 percent of u.s. adults had received at least one dose of a vaccine.,2021-06-02 14:20:26+00:00
5212,"brazil has lost 207,000 people to covid-19 in the past three months alone, but president jair bolsonaro decided to host the copa américa, arguing, “we have to live.”",2021-06-02 16:53:25+00:00
5213,"he worked on the defenders, captain america and man-wolf early in his career. he died of complications of the coronavirus.",2021-06-02 18:14:00+00:00
5214,"the pandemic made the ceremony, honoring debbie allen, joan baez, garth brooks, midori and dick van dyke and airing on tv sunday, like no other.",2021-06-02 19:00:10+00:00
5215,the vaccine maker has been seeking a new manufacturing partner since u.s. authorities decided that emergent biosolutions could not produce its coronavirus vaccine.,2021-06-02 19:02:07+00:00
5216,"the pandemic has been rough for mothers everywhere. but a new study found the employment gender gap was widest in the u.s. and canada, compared with 26 other developed countries. ",2021-06-02 19:27:14+00:00
5217,"the world is opening, but tennis players are still dealing with serious restrictions on their movement, and they are not happy about it.",2021-06-02 22:09:04+00:00
5218,an advisory body approved following up astrazeneca shots with either pfizer-biontech or moderna vaccines.,2021-06-02 22:13:15+00:00
5219,"the funds were pledged by wealthier countries, foundations and private companies during a virtual summit hosted by japan and gavi, the vaccine alliance.",2021-06-02 22:43:03+00:00
5220,"candidates for new york mayor addressed rising subway crime in a debate on wednesday, suggesting solutions such as more police officers and mental health interventions.",2021-06-03 03:44:08+00:00
5221,"lonely after emerging from quarantine or in a new city? apps, private clubs and social networks are ready to fix you up with a new bestie.",2021-06-03 07:00:06+00:00
5222,test your knowledge of this week’s health news.,2021-06-03 09:00:02+00:00
5223,"what is fresh breath even for, if it’s not for post-pandemic orgies in the park?",2021-06-03 09:00:04+00:00
5224,"at this point in the pandemic, keeping families apart is doing harm.",2021-06-03 09:00:05+00:00
5225,the pandemic helped me appreciate the mind-altering magic of ubiquitous digital audio.,2021-06-03 09:00:10+00:00
5226,dispatches from the pandemic for my 3-year-old.,2021-06-03 09:00:10+00:00
5227,"the ebbing of the pandemic has brought price increases, supply bottlenecks and labor shortages. key indicators will show whether it’s just a stage.",2021-06-03 09:00:13+00:00
5228,an experimental treatment seems poised to address a dire mental health crisis.,2021-06-03 09:00:17+00:00
5229,joe derisi invented a way to find pathogens that scientists didn’t even know to look for. can it help prevent the next pandemic?,2021-06-03 09:00:21+00:00
5230,the departures were the latest sign of opposition among the japanese public to hosting the games during the pandemic.,2021-06-03 09:00:22+00:00
5231,"as india’s covid-19 vaccination drive falters, the country’s supreme court has demanded that prime minister narendra modi’s government explain how it plans to meet its target of inoculating about 900 million adults by the end of the year.",2021-06-03 11:21:42+00:00
5232,"the insects have emerged by the billions this year across the eastern united states and have curious foodies salivating. but their similarities to crustaceans make them an allergy risk, health officials warned.",2021-06-03 13:24:04+00:00
5233,"infected early in the pandemic, dr. tomoaki kato, a renowned transplant surgeon, was soon on life support, and one of the sickest patients in his own hospital.",2021-06-03 14:13:16+00:00
5234,"a temporary id number is supposed to give the undocumented some access to health care, but that’s not how it’s working for coronavirus vaccines.",2021-06-03 14:53:04+00:00
5235,mayor bill de blasio announced on wednesday that vaccine sites will open at new york city schools as a way to increase vaccination rates among ages 12 to 17. the program will start on friday at four schools in the bronx and expand to all five boroughs within the month.,2021-06-03 15:02:11+00:00
5236,"early in the pandemic, as hospitals in new york began postponing operations to make way for the flood of covid-19 cases, dr. tomoaki kato continued to perform surgery. patients still needed liver transplants, and some were too sick to wait.",2021-06-03 15:11:44+00:00
5237,vaccine requirements were designed mostly for american students. that is presenting hurdles for international students without access to one of the eight w.h.o.-approved vaccines.,2021-06-03 15:29:53+00:00
5238,american expats are desperately awaiting a vaccine. also: going unmasked; ranked-choice voting; the risk of nuclear war; eating out again.,2021-06-03 17:08:10+00:00
5239,"milloni doshi, a 25-year-old student from india who is supposed to start her master’s degree this fall at columbia university in new york, has received two doses of a covid vaccine. but her inoculation was with covaxin, a vaccine made by an indian manufacturer and widely used in india.",2021-06-03 18:04:58+00:00
5240,your health questions answered by times journalists and experts. you can review previously answered questions by visiting the ask well archive.,2021-06-03 18:53:26+00:00
5241,"sarah williamson, an artist, spent part of the pandemic with her mother, who was struggling. read the illustrated story of how their time together became a healing experience.",2021-06-03 19:42:33+00:00
5242,the authorities cited rising covid-19 cases in portugal and concern over coronavirus variants.,2021-06-03 19:53:01+00:00
5243,italy’s uneven vaccine coverage.,2021-06-04 03:42:09+00:00
5244,"some men, unhappy with their zoom faces, got fillers, botox and plastic surgery during the pandemic.",2021-06-04 06:00:08+00:00
5245,"employers across the country in recent months have complained that they cannot find enough workers, despite an unemployment rate that remains higher than before the pandemic. ",2021-06-04 08:42:21+00:00
5246,"how fear, neglect and covid-19 tore apart a single new delhi neighborhood.",2021-06-04 09:00:03+00:00
5247,"for many people, after more than a year of the pandemic, travel feels like something to dread. but it can still mean liberation, the author and psychologist argues.",2021-06-04 09:00:13+00:00
5248,outdoor cafes and to-go cocktails are scenes from a privileged lockdown. what is the plan for neighborhoods that were struggling before covid?,2021-06-04 09:00:17+00:00
5249,gina chua is returning to the reuters offices post-pandemic as one of the most senior transgender journalists in the country.,2021-06-04 09:00:19+00:00
5250,a times obituary series that made the pandemic’s toll personal is ending.,2021-06-04 09:00:22+00:00
5251,"as the pandemic eases, data suggests customers may no longer see service workers as deserving of “hazard pay.”",2021-06-04 09:00:22+00:00
5252,"as the coronavirus tore through new york, a group of medical students graduated early to help the hospitals under siege and found courage they didn’t know they had.",2021-06-04 09:00:27+00:00
5253,"until vaccines are approved for children of all ages, rapid antigen testing could be critical for a return to in-person learning.",2021-06-04 09:00:34+00:00
5254,daily coronavirus tests. hotel confinement. a lot of nintendo time. the experience of australia’s softball team is a preview of a games like no other.,2021-06-04 12:10:43+00:00
5255,"friday: as california reopens, lawmakers are trying to preserve coronavirus pandemic measures that have worked well.",2021-06-04 13:02:50+00:00
5256,"the labor market recovery is uneven. teenagers are flooding back into jobs, while those older than 55 are less likely to work than before the pandemic.",2021-06-04 15:34:22+00:00
5257,mr. west’s spats with governor greg abbott over his handling of the pandemic and with lt. gov. dan patrick over gun legislation have led to speculation that he will mount a primary challenge to one of them.,2021-06-04 16:03:29+00:00
5258,she spent her life cooking and caring for others until she died of covid-19.,2021-06-04 16:24:23+00:00
5259,"based on a comic book about a pandemic-fueled apocalypse, the new netflix series is actually full of big-hearted whimsy. thank the remote-controlled ears.",2021-06-04 16:53:50+00:00
5260,the findings run counter to claims that influenza is more threatening to children than covid-19 is.,2021-06-04 17:05:42+00:00
5261,"after moving back in with their parents during the pandemic, some young adults are struggling to adjust to life on their own.",2021-06-04 17:17:06+00:00
5262,"christopher chen’s new play is big on concept and cleverness, but withholds the intimacy that theater-lovers have craved during the pandemic.",2021-06-04 17:41:38+00:00
5263,readers discuss a tennis player’s decision not to play rather than confront the media. also: israel and gaza; driverless cars; ransomware attacks; india’s covid mistake; police reform.,2021-06-04 18:32:26+00:00
5264,coronavirus variants may be causing severe infections in children.,2021-06-04 19:01:43+00:00
5265,"as the center moves beyond the pandemic, bivins plans to add more items reflecting the african diaspora and make those materials more accessible.",2021-06-04 19:05:45+00:00
5266,"adolescents were hospitalized with covid three times as often as with flu, researchers reported. nearly one-third wound up in i.c.u.s.",2021-06-04 19:57:22+00:00
5267,"the 15 recipients of $50,000 each were pulled from the state’s registry of residents who have received at least one covid vaccine dose.",2021-06-04 20:29:40+00:00
5268,a nursing shortage — driven by the pandemic — has made life miserable for parents with profoundly disabled children. “what if i’m so exhausted that i make a mistake?”,2021-06-04 21:19:47+00:00
5269,"gov. gavin newsom of california hosted a game show-style drawing on friday to announce the first batch of $50,000 winners for the state’s covid-19 vaccine lottery.",2021-06-04 21:46:34+00:00
5270,"the florida department of health will no longer update its covid-19 dashboard and will suspend daily case and vaccine reports, the governor’s office confirmed on friday. officials will instead post weekly updates, becoming the first u.s. state to move to such an infrequent publishing schedule.",2021-06-05 00:47:55+00:00
5271,"if you’re emerging from the pandemic in better financial shape than before, ask yourself this: what will you spend to renew your bonds, and how will you do it?",2021-06-05 07:00:07+00:00
5272,"essential quality, a top favorite that faltered in the kentucky derby, edged out hot rod charlie. a triple crown was not at stake, but fans were back after a year away from belmont park because of the coronavirus.",2021-06-05 07:00:09+00:00
5273,"the split is particularly stark in britain, which is facing the spread of a new variant, while america has essentially lifted all rules for people who are vaccinated.",2021-06-05 09:00:20+00:00
5274,"four california high schools. four covid-influenced proms. the more rituals of growing up change, the more they stay the same.",2021-06-05 09:00:24+00:00
5275,"paul rusesabagina told his family that prison officials informed him that they would cut access to food, water and medicine from saturday, raising concerns about his health.",2021-06-05 13:49:11+00:00
5276,the miracle of the covid vaccines means we can safely return to the things that make our lives whole. i’m returning to live music.,2021-06-05 15:00:07+00:00
5277,"one legal expert said that repealing the laws might have been easier before the pandemic, when masks were not such a political lightning rod.",2021-06-05 16:25:24+00:00
5278,"it was the largest bitcoin event in the world and the first major in-person crypto conference since the pandemic started. the jargon, the liquor and the millionaire talk flowed.",2021-06-05 18:50:04+00:00
5279,"after the trump trauma, europe will welcome biden’s warm words, but tough topics remain, from china and russia to trade disputes, covid-19 vaccine diplomacy and transitions to carbon-neutral economies.",2021-06-06 07:00:11+00:00
5280,"scientists are asking a lot of questions about covid-19 booster shots, but they don’t yet have many answers. here’s what they know so far.",2021-06-06 09:00:15+00:00
5281,gov. tate reeves of mississippi said that there was no longer a high risk of contracting or being hospitalized with covid-19.,2021-06-06 16:57:50+00:00
5282,"pulling off a tournament with games in 11 countries was always going to be difficult. then the pandemic struck, and the job got even harder.",2021-06-06 21:00:09+00:00
5283,"cantlay, who won the event in 2019, bested collin morikawa, but the weekend will be remembered for jon rahm’s withdrawal after he tested positive for coronavirus.",2021-06-06 23:43:03+00:00
5284,eliminating remote learning exacerbates existing educational and health care inequities.,2021-06-07 09:00:06+00:00
5285,"health coaches can give patients the tools they need to improve their own care and well-being, but they aren’t widely available.",2021-06-07 09:00:10+00:00
5286,"the new jersey town felt like home right away, and the pandemic made it even more so.",2021-06-07 09:00:12+00:00
5287,"from on-demand video libraries to rooftop classes, the pandemic broadened how boutique workout spots operate.",2021-06-07 09:00:24+00:00
5288,"in 15 states, including arkansas, the carolinas, georgia and louisiana, about half of adults or fewer have received a vaccine dose.",2021-06-07 09:01:00+00:00
5289,covid cases are rising in britain — and u.s. trends may soon follow.,2021-06-07 10:32:41+00:00
5290,"“paradise square,” a comeback bid by a scandal-scarred producer, is the first previously unscheduled musical to announce its broadway opening since the pandemic began.",2021-06-07 12:00:08+00:00
5291,a new study suggests how the variant first identified in britain hides from the human immune system. its stealth may be part of its success.,2021-06-07 12:40:56+00:00
5292,"monday: the times attended four pandemic-influenced proms across california. they were colorful, poignant and joyful.",2021-06-07 12:51:24+00:00
5293,"in “the plague year,” lawrence wright tells the story of the pandemic that upended all of our lives — both the failures to combat it, and the science that saved us.",2021-06-07 16:28:36+00:00
5294,"it would become optional for retail establishments, restaurants, offices, gyms, hair salons and other businesses to impose health precautions on their premises, though the state would abide by mask guidance from the c.d.c.",2021-06-07 16:46:52+00:00
5295,“springsteen on broadway” opens on june 26 at the st. james theater; audience members will be required to show proof of full covid-19 vaccination to enter.,2021-06-07 17:00:12+00:00
5296,readers decry the senator's refusal to eliminate the filibuster. also: scars from the pandemic; part-time jobs for students.,2021-06-07 17:49:59+00:00
5297,"with the coronavirus ebbing, people can’t rely on the c.d.c. to answer all their  questions. that’s ok.",2021-06-07 19:00:04+00:00
5298,india’s revamped vaccine efforts.,2021-06-07 21:10:24+00:00
5299,"some employees at houston methodist hospital object to the hospital’s policy, which requires staff to be vaccinated against covid-19.",2021-06-07 23:54:01+00:00
5300,"in “life on the line,” emma goldberg takes readers behind the hospital curtains in new york city at the peak of the pandemic.",2021-06-08 09:00:06+00:00
5301,the confrontation over a new restriction at the greenwich village gathering spot has raised tensions over officers' conduct.,2021-06-08 09:16:10+00:00
5302,"a new alzheimer’s medication is likely to further inflate high u.s. health care costs even as it is poised to be a blockbuster for biogen, its manufacturer.",2021-06-08 11:37:14+00:00
5303,"the pandemic may be ebbing, but paris still has a curfew, which feels completely unnatural in the city of light.",2021-06-08 12:30:52+00:00
5304,here are six ways i’ve attempted to find space for myself in this odd pandemic year.,2021-06-08 13:00:00+00:00
5305,"with republicans moving to pass new voting restrictions in the state, democrats are starting a major statewide registration program focused on racially diverse communities.",2021-06-08 13:00:07+00:00
5306,"air india pilots had their salaries reduced during the pandemic, a union says, and many came to india’s aid when people and vaccines needed to be transported, though they were not vaccinated themselves.",2021-06-08 13:32:02+00:00
5307,"music and mindfulness have become increasingly linked during the pandemic, and artists like erykah badu, grimes and arcade fire are teaming with tech companies to make it happen.",2021-06-08 14:35:12+00:00
5308,"pfizer and moderna are testing their vaccines in children under 12, and are expected to have results in hand by the end of the summer.",2021-06-08 15:07:19+00:00
5309,"employers had 9.3 million positions available in april, more than two million more than before the pandemic.",2021-06-08 15:30:57+00:00
5310,"facing a wave of animosity, many asian americans remain afraid of public places even as the coronavirus pandemic recedes.",2021-06-08 17:54:17+00:00
5311,many people who have found fame on tiktok are struggling with mental health issues.,2021-06-08 18:36:42+00:00
5312,a white house adviser said governors could consult with the food and drug administration on storage procedures as the agency examines how to possibly extend the shelf life of the vaccine.,2021-06-08 18:46:34+00:00
5313,america’s greatest city is beating the pandemic. can it also recover from decades of division and neglect?,2021-06-08 20:46:15+00:00
5314,"while the world trained its epidemiological attention on the coronavirus last year, another pandemic virus infected 1.5 million people and killed 690,000.",2021-06-08 22:55:03+00:00
5315,"the effort, called hot call summer, will center on a huge texting campaign, with organizers aiming to reach 10 million voters in key states where republicans have pushed voting restrictions.",2021-06-08 23:00:32+00:00
5316,"despite the receding number of coronavirus cases in much of the united states, hospitalizations continue to rise in communities with low vaccination rates as highly contagious variants spread around the country.",2021-06-09 01:22:33+00:00
5317,"the pharmacist, steven r. brandenburg, believed in conspiracy theories and thought vaccines were dangerous, the authorities said.",2021-06-09 01:59:56+00:00
5318,the promise of philanthropy was that the wealthy could enjoy tax breaks for their charitable contributions. the pandemic laid bare how accumulation can trump getting money to those in need. a senate bill aims to change that.,2021-06-09 07:00:11+00:00
5319,"pent-up demand has exploded in ontario’s ‘cottage country,’ with pandemic buyers seeking turnkey or newly built homes.",2021-06-09 09:00:41+00:00
5320,"in a survey of thousands of adults last summer, the american academy of sleep medicine found that 20 percent of americans said they had trouble sleeping because of the pandemic.",2021-06-09 11:00:11+00:00
5321,"france, which has seen its coronavirus situation improve in recent weeks, is beginning its third phase of a gradual reopening. indoor service in bars, cafes and restaurants will be allowed to resume, although at limited capacity, and terraces will be able to operate at 100 percent capacity. ",2021-06-09 11:00:50+00:00
5322,"after last year’s edition was postponed amid the pandemic, the event returns in person with a crowd-pleasing lineup brimming with stories of community.",2021-06-09 12:00:08+00:00
5323,"wednesday: even as coronavirus pandemic rules are lifted, the official emergency status will continue. here’s what that means.",2021-06-09 12:54:58+00:00
5324,the study sheds new light on the possible role of the wildlife trade in the emergence of the coronavirus.,2021-06-09 13:42:03+00:00
5325,"as the country begins reopening, it is relying on widespread, free antigen tests to ensure that anyone not yet vaccinated against the coronavirus is also not infectious.",2021-06-09 13:51:26+00:00
5326,foreign businesses worry that tough quarantines and restrictions could persist into next year as beijing struggles with variants and questions about its vaccines.,2021-06-09 14:09:33+00:00
5327,a propublica report showing how little many of america’s wealthiest paid in taxes raises that question. also: covid proms.,2021-06-09 16:42:32+00:00
5328,"companies can require workers entering the workplace to be vaccinated against the coronavirus, according to recent u.s. government guidance.",2021-06-09 17:33:43+00:00
5329,"but the research, involving 2.53 million adults in scotland, found that the vaccine’s benefits outweighed the small risks.",2021-06-09 19:23:16+00:00
5330,"no vaccine is ever 100 percent effective, experts say, stressing that the shots remain critical in reducing severe disease and death from the coronavirus.",2021-06-09 21:41:16+00:00
5331,"eight of the 10 countries with the highest rate of covid deaths per capita are in latin america and the caribbean, where doses are sorely lacking.",2021-06-09 23:54:13+00:00
5332,"the shift will coincide with the much-anticipated lifting of remaining business capacity restrictions in the state, where life has been disrupted for some 15 months.",2021-06-10 01:58:34+00:00
5333,"as prime minister boris johnson prepares to host the group of 7 meeting, he faces a battle over efforts to cut foreign aid by a third to help make up for the costs of fighting the coronavirus.",2021-06-10 07:00:09+00:00
5334,"after more than two months of occupation by arts workers, the odéon theater returned to business with a prepandemic production that feels out of step with the current moment.",2021-06-10 08:30:26+00:00
5335,"deaths have dropped precipitously since their january peak, but the coronavirus continues to claim several thousand lives per week.",2021-06-10 09:00:01+00:00
5336,test your knowledge of this week’s health news.,2021-06-10 09:00:01+00:00
5337,"going from one place to another right now can mean being jolted by conflicting sets of rules and regulations, depending on the state of the pandemic at your destination. it can be a dizzying experience.",2021-06-10 09:00:13+00:00
5338,"marcus samuelsson, a chef, and maya haile samuelsson, a model, felt the need for community during the pandemic more than ever.",2021-06-10 09:00:14+00:00
5339,"the coronavirus hit some jewish communities especially hard. as he followed his own odyssey during the pandemic, tzali reicher tallied the dead — and learned about the lives they lived.",2021-06-10 09:00:19+00:00
5340,dr. katalin kariko has played a crucial role in bringing coronavirus vaccines to millions. she had to overcome years of doubt and disinterest to do so.,2021-06-10 10:00:09+00:00
5341,"the singaporean government said on thursday that it would ease some social restrictions after nearly a month of tough measures to contain a coronavirus outbreak fueled in part by the delta variant, first detected in india.",2021-06-10 10:11:55+00:00
5342,employees will be asked to record the date they received their shots and the maker of the vaccine they received.,2021-06-10 11:51:16+00:00
5343,the bank said it would hold interest rates at record low levels while continuing to buy bonds in its pandemic response program.,2021-06-10 12:23:18+00:00
5344,it was the lowest level of filings since the onset of the pandemic.,2021-06-10 12:41:39+00:00
5345,"a clinical trial found no cases of symptomatic covid among teens fully inoculated with moderna’s vaccine, which translates to an efficacy of 100 percent.",2021-06-10 13:44:22+00:00
5346,"back in april, italy, acting on a report by europe’s drug regulator of a “possible link” between the astrazeneca vaccine and rare blood clots, recommended not giving the shots to people under 60.",2021-06-10 13:50:52+00:00
5347,the city is beating the pandemic. can it recover from the decades of division the virus exposed?,2021-06-10 14:05:25+00:00
5348,"jill biden’s “love” jacket drew instant comparisons to melania trump’s “i really don’t care, do u?” message, but dr. biden said it was just about giving hope amid the pandemic.",2021-06-10 15:59:43+00:00
5349,the world health organization set a target that each country should be able to give shots to at least 10 percent of its people by september.,2021-06-10 16:08:27+00:00
